,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,featured in
621,CASUAL DINING,Little Bangkok,3.9,(79 Reviews),Markham,"227 Main Street, Markham","['Thai', 'Asian']",CA$40,[]
622,CASUAL DINING,Starr Burger,4.2,(130 Reviews),Whitby,"900 Brock Street North, Whitby L1N 6E3","['Diner', 'Burger', 'Ice Cream']",CA$25,[]
623,QUICK BITES,Sonny's,4.1,(112 Reviews),"Charles Street, Brampton","21 Kennedy Road North, Brampton L6V 1X5",['Fast Food'],CA$25,[]
624,CASUAL DINING,Holy Smokez,4.2,(70 Reviews),"Dundas Street East, Mississauga",1133 Dundas Street East L4Y 2C3,"['BBQ', 'Canadian']",CA$30,[]
625,BAR,The Blake House,4.2,(80 Reviews),"Jarvis Street, Cabbagetown","449 Jarvis Street, Toronto M4Y 2GB","['Bar Food', 'American']",CA$70,[]
626,QUICK BITES,Urban Herbivore,4.0,(89 Reviews),"Oxford Street, Kensington-Chinatown","64 Oxford Street, Toronto M5T 1P1",['Healthy Food'],CA$30,[]
627,BAR,Kintaro,3.7,(43 Reviews),"Church Street, Church And Wellesley","459 Church Street, Toronto M4Y 2C5","['Japanese', 'Asian']",CA$50,[]
628,BAR,The 3 Speed,4.2,(98 Reviews),"Bloor Street West, Brockton Village","1163 Bloor Street West, Toronto",['Bar Food'],CA$60,[]
629,QUICK BITES,Shawarma Empire,4.2,(72 Reviews),"Lawrence Avenue East, Scarborough",1823 Lawrence Avenue E M1R 2Y3,['Middle Eastern'],CA$15,[]
630,BAR,D.W. Alexander,3.8,(96 Reviews),"Front Street East, St. Lawrence","19 Church Street, Toronto",['Bar Food'],CA$50,[]
631,CASUAL DINING,Peoples Eatery,3.8,(55 Reviews),"Spadina Avenue, Kensington-Chinatown","307 Spadina Avenue, Toronto M5T2E6",['Asian Fusion'],CA$50,[]
632,CASUAL DINING,Wasabi Teriyaki,4.1,(71 Reviews),"Cross Avenue, Oakville","117 Cross Avenue, Oakville L6J 2W6","['Japanese', 'Sushi', 'Asian']",CA$13,[]
633,FINE DINING,America Restaurant - Trump International Hotel and...,3.7,(62 Reviews),"Bay Street, Financial District","Trump International Hotel and Tower, 31st Floor, 325 Bay Street, Toronto M5H 4G3","['American', 'European']",CA$180,[]
634,QUICK BITES,Como En Casa,4.0,(64 Reviews),"Yonge Street, Downtown Yonge","565 Yonge Street, Toronto M4Y 1Z2",['Mexican'],CA$30,['Mexican Magic']
635,CASUAL DINING,The Emerson,4.1,(69 Reviews),"Bloor Street West, Brockton Village","1279 Bloor Street West, Toronto M6H 1N7",['American'],CA$50,['Comfort Food']
636,CASUAL DINING,Marinella,3.9,(94 Reviews),"College Street, Little Italy","640 College Street, Toronto",['Italian'],CA$60,['Mamma Mia!']
637,CASUAL DINING,Ovest Cucina e Vineria,3.8,(40 Reviews),"King Street West, Niagara",788 King Street West,['Italian'],CA$100,[]
638,CASUAL DINING,Kasa Moto,3.2,(34 Reviews),"Yorkville Avenue, Yorkville","115 Yorkville Avenue, Toronto M5R 1C1","['Sushi', 'Japanese']",CA$110,['Super Sushi']
639,CASUAL DINING,Ouzeri,4.1,(105 Reviews),"500 Danforth Av, The Danforth","500A Danforth Avenue, Toronto","['Greek', 'Mediterranean']",CA$60,[]
640,CASUAL DINING,Thyme 4 Pizza & Pasta,4.2,(101 Reviews),"The Queensway, Etobicoke","890 The Queensway, Etobicoke M8Z 1N8","['Italian', 'Pizza']",CA$50,[]
641,QUICK BITES,The Roti Hut,4.0,(78 Reviews),"Pitfield Road, Scarborough","351 Pitfield Road, Scarborough M1S 2V9",['Caribbean'],CA$15,[]
642,CAFÉ,Te Aro,4.2,(84 Reviews),"Queen Street East, Leslieville","983 Queen Street East, Toronto M4M1K2",['Cafe'],CA$20,[]
643,QUICK BITES,Blaze Pizza,3.8,(46 Reviews),"Victoria Street, Garden District","10 Dundas Street East, Toronto M5B 2G9","['Pizza', 'Fast Food']",CA$25,[]
644,CASUAL DINING,Symposium Cafe Restaurant & Lounge,3.4,(42 Reviews),"Yonge Street, Thornhill",8187 Yonge Street L3T 2C6,"['Diner', 'Burger', 'Desserts']",CA$65,[]
645,CASUAL DINING,The Citizen,3.0,(60 Reviews),"King Street West, Fashion District","522 King Street West, Toronto","['Bar Food', 'Steak']",CA$80,[]
646,CASUAL DINING,Dino's,4.1,(98 Reviews),"The Queensway, Etobicoke","820 The Queensway, Etobicoke","['Pizza', 'Italian']",CA$30,[]
647,CASUAL DINING,Hanoi 3 Seasons,4.3,(90 Reviews),Riverdale,"588 Gerrard Street East, Toronto M4M1Y3",['Vietnamese'],CA$40,['Restaurants Serving Pho']
648,CASUAL DINING,Akita Sushi,3.8,(112 Reviews),"Highway 7, Woodbridge","5451 Highway 7, Vaughan","['Sushi', 'Japanese', 'Asian']",CA$50,[]
649,CASUAL DINING,Lalibela,4.0,(101 Reviews),"Bloor Street West, Palmerston","869 Bloor Street West, Toronto M6G 1M4",['Ethiopian'],CA$35,[]
650,CASUAL DINING,Caffino,4.1,(92 Reviews),"King Street West, Parkdale","1185 King Street West, Toronto M6K 3C5","['Italian', 'European']",CA$90,[]
651,FINE DINING,Carmen's Steak House,3.9,(23 Reviews),Church and Wellesley,"26 Alexander Street, Toronto M4Y 1B4","['American', 'Steak']",CA$145,[]
652,CASUAL DINING,Casa Imperial,3.6,(81 Reviews),"Steeles Avenue East, Scarborough","4125 Steeles Avenue East, Scarborough M1W 3T4","['Dim Sum', 'Cantonese', 'Chinese']",CA$60,[]
653,CAFÉ,Flips,4.0,(90 Reviews),"Main Street North, Brampton","575 Main Street N, Brampton L6X 0G6","['Cafe', 'American']",CA$25,[]
654,QUICK BITES,Babu Takeout and Catering,4.3,(79 Reviews),"Sheppard Avenue East, Scarborough","4800 Sheppard Avenue East, Toronto","['Fast Food', 'Indian']",CA$13,[]
655,DESSERT PARLOR,Ice 'n Cake,3.9,(59 Reviews),"Don Mills Road, North York","Shops at Don Mills, 30 Clock Tower Road, North York M3C 0G2","['Ice Cream', 'Desserts', 'European']",CA$25,[]
656,CASUAL DINING,Balsamico,4.0,(66 Reviews),"Yonge Street, Yonge & Eglinton","2029 Yonge Street, Toronto M4S 2A2",['Italian'],CA$60,[]
657,CASUAL DINING,Port,4.0,(79 Reviews),"Wharf Street, Pickering","1289 Wharf Street, Pickering","['American', 'Grill']",CA$55,[]
658,CASUAL DINING,Nove Trattoria,4.4,(84 Reviews),"Yonge Street, Yonge & St. Clair","1406 Yonge Street, Toronto",['Italian'],CA$65,[]
659,QUICK BITES,C&C Dubbs Hamburgers,4.6,(74 Reviews),"Dundas Street East, Mississauga","1706 Dundas Street E, Mississauga L4X 1L7",['Diner'],CA$25,[]
660,CASUAL DINING,Dave & Busters,2.6,(93 Reviews),Vaughan,"120 Interchange Way, Vaughan",['American'],CA$50,[]
661,CASUAL DINING,Maroli,4.1,(77 Reviews),"Bloor Street West, Seaton Village","630 Bloor Street West, Toronto M6G 1K7","['South Indian', 'Indian']",CA$50,['Trending This Week']
662,BAR,Green Room,3.7,(96 Reviews),"Brunswick Avenue, Harbord Village","296 Brunswick Avenue, Toronto M5S 2M7","['Bar Food', 'Thai', 'Fusion']",CA$20,[]
663,CASUAL DINING,Tapas at Embrujo,4.2,(48 Reviews),"Danforth Avenue, The Danforth","97 Danforth Avenue, Toronto M4K1N2","['Spanish', 'Tapas']",CA$50,[]
664,CASUAL DINING,Fresco's Fish And Chips,4.0,(61 Reviews),"Augusta Avenue, Kensington-Chinatown","213 Augusta Avenue, Toronto M5T 2L4","['Fish and Chips', 'Canadian']",CA$50,[]
665,CASUAL DINING,The Owl Boo Ung Ee,4.1,(99 Reviews),"Clinton Street, Seaton Village","700 Bloor Street West, Toronto","['Korean', 'Asian']",CA$35,[]
666,CASUAL DINING,Tibet Kitchen,4.8,(53 Reviews),"Queen Street West, Parkdale","1544 Queen Street West, Toronto M6R 1A6",['Tibetan'],CA$35,[]
667,DESSERT PARLOR,0109 Dessert & Chocolate,3.5,(37 Reviews),"Mcnicoll Avenue, Scarborough","2190 McNicoll Avenue, Unit 109, Scarborough M1V 0B3",['Desserts'],CA$25,[]
668,CASUAL DINING,Cafe Belong,3.7,(63 Reviews),"Bayview Avenue, Rosedale","550 Bayview Avenue, Toronto M4W 3X8",['Canadian'],CA$85,['Mealshare']
669,CASUAL DINING,Seoul House,4.1,(70 Reviews),"Hurontario Street, Mississauga","265 Enfield Place, Mississauga L5B 3Y7","['Korean', 'Japanese', 'Asian']",CA$40,[]
670,CASUAL DINING,Bombay On The Lake,4.0,(83 Reviews),Etobicoke,"3007 Lake Shore Boulevard West, Etobicoke M8V 1K2",['Indian'],CA$40,[]
671,CASUAL DINING,Cielito Lindo,4.3,(75 Reviews),"Kingston Road, Pickering","1660 Kingston Road, Pickering",['Mexican'],CA$45,[]
672,QUICK BITES,Indian Roti House,4.0,(74 Reviews),"Lake Shore Boulevard West, Harbourfront","256 Queens Quay West, Toronto",['Indian'],CA$40,[]
673,CAFÉ,Lettuce Love Cafe,4.3,(77 Reviews),"John Street, Burlington",399 John Street,"['Cafe', 'Healthy Food']",CA$40,[]
674,CASUAL DINING,Karaikudi Chettinad Restaurant,3.9,(76 Reviews),"Kennedy Road, Scarborough","1225 Kennedy Road, Scarborough M1P 4Y1",['South Indian'],CA$40,[]
675,CASUAL DINING,369 Shanghai Dimsum,3.9,(75 Reviews),"Kennedy Road, Markham","New Kennedy Square, 8380 Kennedy Road, Markham L3R 2N9","['Shanghai', 'Chinese', 'Asian']",CA$40,[]
676,CASUAL DINING,Vi Vetha Bistro,4.6,(94 Reviews),The Beaches,"2485 Queen Street East, Toronto",['Italian'],CA$60,['Mamma Mia!']
677,CASUAL DINING,Thai Elephant,4.1,(83 Reviews),"Queen Street West, Trinity Bellwoods","813 Queen Street West, Toronto M6J 1G1","['Thai', 'Asian']",CA$30,[]
678,QUICK BITES,Bacon Nation,3.4,(49 Reviews),"174 Spadina Av, Kensington-Chinatown","170 Spadina Avenue, Toronto",['Fast Food'],CA$30,['Grill My Cheese']
679,CASUAL DINING,Lucky Bamboo,4.3,(83 Reviews),"Rutherford Road, Vaughan","Vaughan Mills Plaza, 3175 Rutherford Road, Unit 34, Vaughan","['Vietnamese', 'Asian']",CA$35,[]
680,BAR,The Caledonian,4.1,(63 Reviews),"College Street, Dufferin Grove","856 College Street, Toronto M6H 1A2","['Bar Food', 'Scottish', 'British']",CA$60,[]
681,QUICK BITES,The Big M,4.7,(94 Reviews),Pickering,"711 Krosno Boulevard, Pickering",['Fast Food'],CA$20,[]
682,CASUAL DINING,Utsav,4.2,(84 Reviews),"Yorkville Avenue, Yorkville","69 Yorkville Avenue, Toronto M5R 1B6",['Indian'],CA$45,[]
683,CASUAL DINING,Granite Brewery,4.2,(93 Reviews),Davisville Village,"245 Eglinton Avenue East, Toronto M4P 3B7","['Grill', 'American']",CA$65,['Craft Beer']
684,CASUAL DINING,Prince Sushi,4.0,(105 Reviews),"Courtneypark Drive East, Mississauga","90 Courtney park Drive East, Unit 4 L5T 2Y3","['Sushi', 'Japanese', 'Asian']",CA$40,[]
685,CASUAL DINING,Marcello's Pizzeria,4.4,(96 Reviews),"Saint Clair Avenue West, Oakwood","1163 St. Clair Avenue West, Toronto M6E 1B2","['Italian', 'Pizza']",CA$70,[]
686,CASUAL DINING,Chinese Traditional Bun,3.8,(46 Reviews),"Dundas Street West, Kensington-Chinatown","536 Dundas Street West, Toronto M5T 1H3",['Northern Chinese'],CA$30,[]
687,CASUAL DINING,The Monk's Kettle,4.5,(82 Reviews),"Bloor Street West, Etobicoke","3073 Bloor Street West, Etobicoke M8X 1C7","['Canadian', 'Bar Food']",CA$60,[]
688,CASUAL DINING,Il Fornello,3.7,(91 Reviews),"Yonge Street, Richmond Hill","8851 Yonge Street, Richmond Hill",['Italian'],CA$65,[]
689,BAR,Lionheart British Pub & Restaurant,4.1,(92 Reviews),"Derry Road West, Mississauga","3221 Derry Road West, Mississauga L5N 7L7","['Bar Food', 'Grill', 'British']",CA$60,[]
690,CASUAL DINING,Blue Ocean Cafe,3.9,(57 Reviews),"Kennedy Road, Markham","New Kennedy Square, 8362 Kennedy Road, Markham L3R 0W4",['Hong Kong Style'],CA$25,[]
691,QUICK BITES,Monastery Bakery & Delicatessen,4.7,(108 Reviews),"Monastery Drive, Oakville","1133 Monastery Drive, Oakville L6M 2A3","['Bakery', 'Deli']",CA$15,[]
692,CASUAL DINING,Hunter's,4.0,(61 Reviews),"Birchmount Road, Scarborough","Huntingwood Square, 2574 Birchmount Road, Scarborough M1S 1K8","['Diner', 'Mediterranean']",CA$35,[]
693,CASUAL DINING,Church Aperitivo Bar,3.8,(69 Reviews),"Queen Street West, Beaconsfield Village","1090 Queen Street West, Toronto M6J 1H8","['Italian', 'European']",CA$85,[]
694,CASUAL DINING,Szechuan Szechuan,4.1,(89 Reviews),"Bass Pro Mills Drive, Vaughan","Vaughan Mills Mall, 1 Bass Pro Mills Drive, Vaughan L4K 5W4","['Chinese', 'Japanese', 'Thai', 'Asian']",CA$50,[]
695,CASUAL DINING,Epicure City BOM,3.9,(62 Reviews),"Gerrard Street West, Discovery District","72 Gerrard Street West, Toronto M5G1Z4",['Korean'],CA$30,[]
696,CASUAL DINING,The Captain’s Boil,3.2,(32 Reviews),"Yonge Street, Downtown Yonge",476 Yonge Street,"['Cajun', 'Seafood']",CA$60,[]
697,CASUAL DINING,Cynthia's Chinese Restaurant,3.9,(107 Reviews),"Bathurst Street, Thornhill","7700 Bathurst Street, Thornhill","['Chinese', 'Asian']",CA$40,[]
698,CASUAL DINING,N'Awlins,3.7,(70 Reviews),"King Street West, Entertainment District","299 King Street West, Toronto M5V 1J5","['Cajun', 'Italian']",CA$60,[]
699,QUICK BITES,The Belly Buster Submarines,4.0,(91 Reviews),"Yonge Street, Bedford Park","3447 Yonge Street, Bedford Park M4N 2N2",['Sandwich'],CA$20,[]
700,CASUAL DINING,Man Doo Hyang,4.0,(61 Reviews),"Dundas Street East, Mississauga","169 Dundas Street E, Mississauga L5A 1W8","['Korean', 'Asian']",CA$50,[]
701,CASUAL DINING,Makimono,3.8,(101 Reviews),Pickering,"1790 Liverpool Road, Pickering","['Sushi', 'Japanese', 'Asian']",CA$35,[]
702,CASUAL DINING,Citro,4.1,(64 Reviews),"Yonge Street, Richmond Hill","10123 Yonge Street, Richmond Hill",['Italian'],CA$70,[]
703,DESSERT PARLOR,Summer's,4.3,(78 Reviews),"Yorkville Avenue, Yorkville","101 Yorkville Avenue, Toronto M5R 1C1","['Ice Cream', 'Desserts']",CA$20,[]
704,CASUAL DINING,Noka,3.9,(77 Reviews),"Bloor Street West, Harbord Village","513 Bloor Street West, Toronto M5S 1Y4","['Sushi', 'Japanese', 'Asian']",CA$40,[]
705,CASUAL DINING,St. James Gate,4.2,(83 Reviews),"Dunbloor Road, Etobicoke","5140 Dundas Street West, Etobicoke M9A 1C2","['Bar Food', 'Irish']",CA$80,[]
706,CASUAL DINING,Mei Nung Beef Noodle House,4.0,(53 Reviews),"York Regional Road 7, Markham","First Markham Place, 3229 Hwy 7 E, Markham L3R 3P9","['Taiwanese', 'Chinese', 'Asian']",CA$25,[]
707,CASUAL DINING,Hong Shing,3.9,(65 Reviews),"Dundas Street West, Discovery District","195 Dundas Street West, Toronto M5G 1C7",['Cantonese'],CA$40,"['Late Night Restaurants, Great Chinese']"
708,FINE DINING,Terra Restaurant,4.0,(91 Reviews),"Yonge Street, Thornhill",8199 Yonge Street,"['European', 'Canadian']",CA$125,[]
709,CASUAL DINING,Sushi Tei,4.1,(98 Reviews),"Creditview Road, Mississauga","4040 Creditview Road, Mississauga L5C 3Y8","['Sushi', 'Japanese', 'Asian']",CA$60,[]
710,BAR,The Hole In The Wall,4.0,(58 Reviews),"Dundas Street West, The Junction","2867 Dundas Street West, Toronto M6P 1Y9",['Bar Food'],CA$50,[]
711,CASUAL DINING,Khmer Thai,4.4,(69 Reviews),"Saint Clair Avenue West, Oakwood","1018 St. Clair Avenue West, Toronto M6E 1A4","['Thai', 'Cambodian', 'Asian']",CA$50,[]
712,CASUAL DINING,Churrasco Villa,4.3,(84 Reviews),"Eglinton Avenue East, Yonge & Eglinton","254 Eglinton Avenue East, Toronto M4P 1K2",['Portuguese'],CA$70,[]
713,CASUAL DINING,Sin & Redemption,3.7,(100 Reviews),"Mccaul Street, Grange Park","136 McCaul Street, Toronto M5T 1W2","['Belgian', 'Bar Food']",CA$60,[]
714,FINE DINING,The Fifth Grill & Terrace,3.8,(55 Reviews),"Richmond Street West, Entertainment District","225 Richmond Street West, Toronto M5V 1W2 1W2","['French', 'Steak']",CA$150,[]
715,QUICK BITES,Bacchus Roti Shop,3.9,(90 Reviews),"Queen Street West, Parkdale","1376 Queen Street West, Toronto M6K 1L7",['Caribbean'],CA$30,[]
716,QUICK BITES,Pig Out BBQ,4.1,(84 Reviews),"790 Kingston Road, Pickering","780 Kingston Road, Pickering",['BBQ'],CA$30,[]
717,QUICK BITES,Milano's Pizza,4.3,(102 Reviews),"Bloor Street West, Etobicoke","3886 Bloor Street West, Etobicoke M9B1L3","['Pizza', 'Fast Food']",CA$30,[]
718,CASUAL DINING,Il Paesano Pizzeria,4.0,(112 Reviews),"390 Brown's Line, Etobicoke","396 Brown's Line, Etobicoke M8W 3T8","['Italian', 'Fast Food']",CA$35,[]
719,QUICK BITES,Joe's Hamburgers,4.4,(86 Reviews),"Yonge Street, Richmond Hill","10825 Yonge Street, Richmond Hill","['Burger', 'Middle Eastern']",CA$35,[]
720,CASUAL DINING,Tapagria,3.0,(20 Reviews),"Commerce Valley Drive East, Thornhill","230 Commerce Valley Drive East, Unit 2, Thornhill L3T 7Y3","['Spanish', 'Tapas']",CA$60,[]
721,CAFÉ,NEO COFFEE BAR,3.7,(36 Reviews),"Frederick Street, St. Lawrence","161 Frederick Street, Unit 100, Toronto M5A 4P3",['Cafe'],CA$25,[]
722,CASUAL DINING,Pump House Grille Co.,4.2,(104 Reviews),"Lakeshore Road East, Mississauga","40 Lakeshore Road East, Mississauga L5G 1C8 1C8",['Grill'],CA$70,[]
723,CASUAL DINING,Epicure Cafe & Grill,3.7,(93 Reviews),"Queen Street West, Fashion District","502 Queen Street West, Toronto",['Italian'],CA$60,[]
724,CASUAL DINING,Jaipur Grille,4.0,(92 Reviews),"Yonge Street, Yonge & Eglinton","2066 Yonge Street, Toronto M4S 2A3",['Indian'],CA$60,[]
725,FINE DINING,Il Mulino,4.2,(76 Reviews),"Eglinton Avenue West, Forest Hill","1060 Eglinton Avenue West, Toronto M6C 2C5",['Italian'],CA$100,['Mamma Mia!']
726,CASUAL DINING,Ici Bistro - Windsor Arms,4.0,(45 Reviews),"Saint Thomas Street, Yorkville","Windsor Arms, 18 St. Thomas Street, Toronto M5S2C1",['French'],CA$100,[]
727,SANDWICH SHOP,San Francesco Foods,4.2,(55 Reviews),"Clinton Street, Little Italy",10 Clinton Street M6J 2N7,['Italian'],CA$25,['Pocket Friendly']
728,CASUAL DINING,Julie's Cuban Restaurant,3.8,(86 Reviews),"Dovercourt Road, Beaconsfield Village",202 Dovercourt Road M6J 3C8,['Cuban'],CA$55,[]
729,CASUAL DINING,Bashu Sichuan Cusine,4.0,(67 Reviews),"Hurontario Street, Mississauga","4559 Hurontario Street, Mississauga L4Z 3L9","['Sichuan', 'Chinese']",CA$40,[]
730,CAFÉ,Maman,3.2,(21 Reviews),"King Street West, Financial District","First Canadian Place, Upper Level, 100 King Street West, Toronto M5X 1B1",['Cafe'],CA$25,[]
731,BAR,Betty's,4.1,(109 Reviews),"King Street East, St. Lawrence","240 King Street East, Toronto",['Bar Food'],CA$45,[]
732,DESSERT PARLOR,VON Doughnuts,3.9,(47 Reviews),"Danforth Avenue, The Danforth","713 Danforth Avenue, Toronto M4J 1L2","['Desserts', 'Coffee and Tea']",CA$15,[]
733,BAKERY,St. Urbain Bagel,4.0,(71 Reviews),"Front Street East, St. Lawrence","St. Lawrence Market, 93 Front Street East, Toronto",['Bagels'],CA$15,[]
734,QUICK BITES,Greek & Co,3.5,(63 Reviews),"Queen Street West, Trinity Bellwoods","756 Queen Street West, Toronto M6J 1E9",['Greek'],CA$30,[]
735,CASUAL DINING,Mother India,4.2,(75 Reviews),"Queen Street West, Parkdale",1456 Queen Street West M6K 1M2,['Indian'],CA$40,[]
736,CASUAL DINING,Asian Bowl,3.6,(80 Reviews),"Yonge Street, Downtown Yonge","271 Yonge Street, Toronto M5B 1N8","['Vietnamese', 'Thai', 'Chinese', 'Asian']",CA$35,[]
737,QUICK BITES,Sky Blue Sky Sandwich Company,4.1,(67 Reviews),"Bloor Street West, The Annex","605 Bloor Street West, Toronto M6G 1K6",['Sandwich'],CA$20,['Grill My Cheese']
738,CASUAL DINING,Matahari,3.5,(78 Reviews),"Baldwin Street, Grange Park","39 Baldwin Street, Toronto M5T1L1","['Malaysian', 'Indonesian']",CA$55,[]
739,CASUAL DINING,Wacky Wings,3.7,(84 Reviews),"Dundas Street East, Mississauga","1248 Dundas Street E, Mississauga L4Y 2C1","['American', 'Bar Food']",CA$40,[]
740,CASUAL DINING,Sofra Istanbul,4.2,(67 Reviews),"Steeles Avenue West, Vaughan","3330 Steeles Avenue West, Vaughan",['Mediterranean'],CA$40,[]
741,QUICK BITES,Great Burger Kitchen,4.0,(78 Reviews),"Gerrard Street East, Leslieville","1056 Gerrard Street East, Toronto M4M 1Z7","['Burger', 'Fast Food']",CA$30,[]
742,CASUAL DINING,Sushi T&T,4.3,(89 Reviews),"Harwood Avenue South, Ajax","25 Harwood Ave South, Ajax L1S2B8","['Japanese', 'Seafood', 'Sushi']",CA$43,[]
743,CASUAL DINING,Over Easy,3.6,(96 Reviews),"Bloor Street West, Yorkville","208 Bloor Street West, Toronto M5S 3B4",['Diner'],CA$35,[]
744,CASUAL DINING,Pho Mi 99,4.2,(78 Reviews),"Latimer Drive, Mississauga","Heartland Town Centre, 5955 Latimer Drive, Mississauga L5V 0B7","['Vietnamese', 'Thai', 'Asian']",CA$40,[]
745,CAFÉ,The Bagel Stop,3.1,(94 Reviews),"Bloor Street West, Yorkville","Manulife Centre, Lower Level, 55 Bloor Street West, Toronto M4W 1A5",['Cafe'],CA$15,[]
746,CASUAL DINING,Phoenix Restaurant,3.5,(72 Reviews),"Woodbine Avenue, Markham","7155 Woodbine Avenue, Markham L3R 1A3","['Hong Kong Style', 'Chinese', 'Asian']",CA$40,[]
747,CAFÉ,Ten Ren's Tea,4.0,(94 Reviews),"The Galleria, Markham","The Galleria, 111 Times Avenue, Thornhill","['Bubble Tea', 'Beverages', 'Chinese']",CA$35,[]
748,FINE DINING,The Octagon,4.1,(87 Reviews),"Yonge Street, Thornhill","7529 Yonge Street, Thornhill","['Steak', 'Seafood']",CA$95,[]
749,CASUAL DINING,Fabarnak,4.0,(53 Reviews),"Church Street, Church And Wellesley","519 Church Street, Toronto M4Y 2C9",['Diner'],CA$45,[]
750,CASUAL DINING,Butter Chicken Factory,4.1,(66 Reviews),"Parliament Street, Cabbagetown","556 Parliament Street, Toronto M4X 1P6",['Indian'],CA$45,[]
751,CASUAL DINING,The Maharaja,3.8,(51 Reviews),"Heritage Hills Boulevard, Mississauga",4646 Heritage Hills Boulevard L5R 1Y3 1Y3,"['Indian', 'Pakistani']",CA$80,[]
752,CASUAL DINING,Benihana Japanese Steakhouse - The Fairmont Royal York,3.4,(72 Reviews),"Front Street West, Financial District","The Fairmont Royal York, 100 Front Street West, Toronto M5J 1E3","['Japanese', 'Steak']",CA$100,[]
753,CASUAL DINING,Saigon Star,3.8,(74 Reviews),"Highway 7, Thornhill","330 Highway 7 East, Thornhill","['Vietnamese', 'Asian']",CA$35,[]
754,CASUAL DINING,Coco Rice,4.0,(89 Reviews),"King Street West, Fashion District","669 King Street West, Toronto M5V 1M9","['Thai', 'Asian']",CA$45,[]
755,CASUAL DINING,Library Bar - The Fairmont Royal York,3.8,(50 Reviews),"Front Street West, Financial District","The Fairmont Royal York, 100 Front Street West, Toronto M5J 1E3","['Bar Food', 'Canadian', 'Tea']",CA$70,[]
756,CASUAL DINING,Kama,3.6,(102 Reviews),Entertainment District,"214 King Street W, Toronto M5J 2H5",['Indian'],CA$50,[]
757,CASUAL DINING,Casa Sushi,4.4,(66 Reviews),"Danforth Avenue, The Danforth","469 Danforth Avenue, Toronto M4K 1P1","['Sushi', 'Japanese']",CA$35,[]
758,CASUAL DINING,Sakura,3.9,(89 Reviews),"Bloor Street West, The Annex","394 Bloor Street West, Toronto M5S 1Y2","['Sushi', 'Japanese', 'Asian']",CA$45,[]
