,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,Lat,Lng,Google Addresses,Postal Codes,Cluster
2124,FAST CASUAL,Popeyes,2.9,43,"Yonge Street, Downtown Yonge","273 Yonge Street, Toronto M5B 1N8",Fast Food,25,43.655533,-79.3801945,"273 Yonge St, Toronto, ON M5B 1N8, Canada",M5B,3
2125,QUICK BITES,Taco Del Mar,4.1,42,"Argentia Road, Mississauga","3041 Argentia Road, Mississauga","Mexican, Fast Food",25,43.5961805,-79.7873821,"3041 Argentia Rd, Mississauga, ON L5N 8P7, Canada",L5N,11
2126,QUICK BITES,Xtreme Taste,3.8,27,"Cumberland Street, Yorkville","6 Cumberland Street, Toronto M4W 1j5","Mediterranean, Fast Food",20,43.6711628,-79.38761,"6 Cumberland St, Toronto, ON M4W 1J5, Canada",M4W,8
2127,CAFÉ,Himalayan Java House,3.7,15,"Yonge Street, Yonge & Eglinton","2552 Yonge Street, Toronto",Cafe,15,43.7133914,-79.4000863,"2552 Yonge St, Toronto, ON M4P 2J2, Canada",M4P,6
2128,BAR,Shakey's,3.9,36,"Bloor Street West, Bloor West Village","2255 Bloor Street West, Toronto M6S 1N8",Bar Food,60,43.6506625,-79.4776332,"2255 Bloor St W, Toronto, ON M6S 1N8, Canada",M6S,7
2129,CASUAL DINING,Buster Rhino's Southern BBQ,3.6,31,Whitby,"2001 Thickson Road South, Whitby","BBQ, Southern",45,43.8592933,-78.90025329999999,"2001 Thickson Rd S, Whitby, ON L1N 7N5, Canada",L1N,8
2130,CASUAL DINING,Cellar Door,3.6,26,"Lake Shore Boulevard West, Etobicoke","3003 Lake Shore Boulevard West, Etobicoke M8V 2B9",Italian,50,43.599991499999994,-79.50780019999998,"3003 Lake Shore Blvd W, Etobicoke, ON M8V 1K2, Canada",M8V,1
2131,BAKERY,ABC Bakery & Coffee Shop,3.4,12,"Victoria Park Avenue, North York","3618 Victoria Park Avenue, North York M2H 3S2","Bakery, Chinese",25,43.8068255,-79.3386798,"3618 Victoria Park Ave, North York, ON M2H 3B2, Canada",M2H,0
2132,BAKERY,Daniel Et Daniel,3.9,33,"Carlton Street, Cabbagetown","248 Carlton Street, Toronto M5A 2L1","Bakery, French",25,43.6643169,-79.36833519999998,"248 Carlton St, Toronto, ON M5A 2L1, Canada",M5A,0
2133,CASUAL DINING,Jung Soo Nae,2.9,12,"Yonge Street, North York","5754 Yonge Street, North York M2M 3T6","Korean, Asian",25,43.7833327,-79.4168635,"5754 Yonge St, North York, ON M2M 3T6, Canada",M2M,2
2134,CASUAL DINING,Bryan's BBQ,2.8,29,"Bloor Street West, The Annex","606 Bloor Street West, Toronto","BBQ, Korean, Asian",50,43.6648929,-79.41338789999998,"606 Bloor St W, Toronto, ON M6G 1K4, Canada",M6G,2
2135,CASUAL DINING,Mongolian Grill,3.8,45,Whitby,"75 Consumers Drive, Whitby","Asian, Canadian",80,43.86784229999999,-78.91472399999998,"75 Consumers Dr, Whitby, ON L1N 2C4, Canada",L1N,8
2136,CASUAL DINING,Albatros Pub,3.9,40,"Lake Shore Boulevard West, Etobicoke","3057 Lake Shore Boulevard West, Etobicoke M8V 1K6","Bar Food, Polish",60,43.5995953,-79.51004309999998,"3057 Lake Shore Blvd W, Etobicoke, ON M8V 1K6, Canada",M8V,7
2137,CASUAL DINING,Nakayoshi,3.7,29,"Danforth Avenue, The Danforth","812 Danforth Avenue, Toronto M4J 1L2","Sushi, Japanese",40,43.679804,-79.34134990000001,"812 Danforth Ave, Toronto, ON M4J 1L6, Canada",M4J,4
2138,QUICK BITES,Pita & Grill,3.9,33,"Eglinton Avenue East, Mississauga","1275 Eglinton Avenue East, Mississauga L4W 4L9",Middle Eastern,35,43.634240500000004,-79.62415490000001,"1275 Eglinton Ave E, Mississauga, ON L4W 2Z2, Canada",L4W,8
2139,CASUAL DINING,Willy's,3.9,36,"Yonge Street, Richmond Hill","10459 Yonge Street, Richmond Hill L4C 3C2","Hakka Chinese, Chinese",35,43.8826054,-79.4389523,"10459 Yonge St, Richmond Hill, ON L4C 3C2, Canada",L4C,13
2140,BAKERY,Cluny Patisserie,3.3,22,"Mill Street, Distillery District","35 Tank House Lane, Toronto","Patisserie, Desserts, Bakery",25,43.6505879,-79.3578962,"35 Tank House Lane, Toronto, ON M5A 3C4, Canada",M5A,8
2141,QUICK BITES,Tom's Burger,3.6,35,Markham,"5775 Highway 7, Markham",Fast Food,25,43.871392799999995,-79.26568499999998,"5775 Hwy 7, Markham, ON L3P 1A5, Canada",L3P,3
2142,CASUAL DINING,Inter Steer Tavern,3.7,31,"Roncesvalles Avenue, Roncesvalles Village","357 Roncesvalles Avenue, Toronto M6R 2M8","Bar Food, Polish",60,43.6498467,-79.45011099999998,"357 Roncesvalles Ave, Toronto, ON M6R 2M8, Canada",M6R,7
2143,CASUAL DINING,KOS Restaurant,3.7,28,"Nassau Street, Kensington-Chinatown","61 Bellevue Avenue, Toronto M5T 2N4","Diner, Canadian",30,43.65486509999999,-79.4033257,"61 Bellevue Ave, Toronto, ON M5T 2N4, Canada",M5T,8
2144,CASUAL DINING,Olde Stone Cottage Pub,3.8,33,"Kingston Road, Scarborough","3750 Kingston Road, Scarborough M1J 3H5","Bar Food, Canadian",50,43.7468554,-79.2090626,"3750 Kingston Rd, Scarborough, ON M1J 3H5, Canada",M1J,7
2145,CASUAL DINING,Bill's Pit,3.5,31,"Highway 7, Thornhill","1200 Highway 7 West, Thornhill","Steak, Grill, Seafood, Italian",70,43.8236248,-79.47335799999998,"1200 Hwy 7 W, Thornhill, ON L4J 8M5, Canada",L4J,8
2147,CASUAL DINING,Sushi Club,2.8,41,Downtown Yonge,"41 Charles Street West, Toronto M4Y 2R4","Sushi, Japanese, Asian",40,43.668204700000004,-79.3879168,"41 Charles St W, Toronto, ON M4Y 2R4, Canada",M4Y,4
2148,CAFÉ,Coffee Tree,3.9,43,"Bloor Street West, Bloor West Village","2412 Bloor Street West, Toronto M6S 1P9",Cafe,25,43.6498088,-79.4835056,"2412 Bloor St W, Toronto, ON M6S 1P9, Canada",M6S,6
2149,CASUAL DINING,Thai Senses Restaurant,3.8,30,"Lakeshore Road West, Oakville","2450 Lakeshore Road West, Oakville","Thai, Asian",40,43.394346,-79.71157889999998,"2450 Lakeshore Rd W, Oakville, ON L6L 1H7, Canada",L6L,2
2150,CASUAL DINING,Wild Wing,3.9,42,"Kingston Road, Pickering","Steeple Hill Shopping Centre, 570 Kingston Road, Pickering",Bar Food,50,43.8180903,-79.1179662,"650 Kingston Rd, Pickering, ON L1V 1A6, Canada",L1V,7
2151,CASUAL DINING,Caribbean Heat,3.8,28,"Finch Avenue West, North York","Finch and Keele Commercial Centre, 1300 Finch Avenue West, Unit 15, North York","Caribbean, Chinese, Asian",25,43.765017900000004,-79.4904253,"1300 Finch Ave W, North York, ON M3J 3K2, Canada",M3J,13
2152,QUICK BITES,Texas Burger,3.6,34,Ajax,"21 Harwood Avenue South, Ajax L1S 2B8",Burger,25,43.858621,-79.023949,"21 Harwood Ave S, Ajax, ON L1S 2B8, Canada",L1S,8
2153,CASUAL DINING,Golden Maki,3.9,40,Newmarket,"1100 Davis Drive Unit 3, Newmarket","Japanese, Sushi",43,44.06512240000001,-79.43065349999998,"3-1100 Davis Dr, Newmarket, ON L3Y 8X6, Canada",L3Y,8
2154,CASUAL DINING,Boneyard Grill,3.9,30,"Disera Drive, Thornhill","SmartCentres Thornhill, 10 Disera Drive, Thornhill","Grill, American",50,43.811344500000004,-79.4534638,"700 Centre St, Thornhill, ON L4J 0A7, Canada",L4J,8
2155,CASUAL DINING,Destiny,2.7,38,"Silver Star, Scarborough","Silver Star, 633 Silver Star Boulevard, Scarborough M1V 5N1","Asian Fusion, Bubble Tea",35,43.82195170000001,-79.2984027,"633 Silver Star Blvd, Scarborough, ON M1V 5N1, Canada",M1V,8
2156,QUICK BITES,Marathon Cafe,3.2,24,Richmond Hill,"155 East Beaver Creek Road, Unit 26, Richmond Hill","Chinese, Hong Kong Style, Beverages",20,43.849099,-79.3781453,"26-155 East Beaver Creek Rd, Richmond Hill, ON L4B 2N1, Canada",L4B,8
2157,CASUAL DINING,Karahi Boys,3.8,4,Mississauga,"5955 Latimer Drive, Suite 5, Mississauga, ON L5V 0B7",Indian,30,43.6089211,-79.69660069999998,"5-5955 Latimer Dr, Mississauga, ON L5V 0B7, Canada",L5V,10
2158,CASUAL DINING,Brooklyn Tavern,3.9,29,"Queen Street East, Leslieville","1097 Queen Street East, Toronto M4M 1K7","Bar Food, American",65,43.6617855,-79.3358765,"1097 Queen St E, Toronto, ON M4M 1K7, Canada",M4M,7
2159,CASUAL DINING,The Great Wok Of China,3.9,35,"Burnhamthorpe Road East, Mississauga","Central Parkway Mall, 377 Burnhamthorpe Road East, Mississauga L5A 3Y1","Chinese, Asian",35,43.6028598,-79.62650459999998,"377 Burnhamthorpe Rd E, Mississauga, ON L5A 3Y1, Canada",L5A,2
2160,CAFÉ,Milano Espresso Bar,3.4,14,"Adelaide Street West, Entertainment District","266 Adelaide Street West, Toronto M4K 3E6",Cafe,15,43.6481106,-79.3897971,"266 Adelaide St W, Toronto, ON M5H 1X6, Canada",M5H,6
2161,CAFÉ,Cool Hand Of A Girl Cafe,3.6,41,"Dundas Street West, The Junction","2804 Dundas Street West, Toronto M6P 1Y5",Cafe,35,43.665565,-79.462926,"2804 Dundas St W, Toronto, ON M6P 1Y5, Canada",M6P,6
2162,BAR,Cabal,3.7,24,"King Street West, Niagara","782 King Street West, Toronto M5V","French, Fusion, Bar Food",60,43.643423999999996,-79.4062721,"782 King St W, Toronto, ON M5V 1N6, Canada",M5V,14
2163,CASUAL DINING,Mitsui,3.6,30,"Bathurst Street, Richmond Hill","10815 Bathurst Street, Unit 28, Richmond Hill L4C 9Y2","Sushi, Japanese, Asian, Bubble Tea",40,43.8851115,-79.46660909999999,"28-10815 Bathurst St, Richmond Hill, ON L4C 9Y2, Canada",L4C,4
2164,CASUAL DINING,India Gate,3.5,36,Newmarket,"130 Davis Drive, unit 10, Newmarket",Indian,50,44.0553217,-79.47390399999998,"10-130 Davis Dr, Newmarket, ON L3Y 2E9, Canada",L3Y,10
2165,CASUAL DINING,Thai Orchid,3.9,38,"Kingston Road, Pickering","1450 Kingston Road, Pickering","Thai, Asian",30,43.8417711,-79.08401359999998,"1450 Kingston Rd, Pickering, ON L1V 1C1, Canada",L1V,2
2166,FINE DINING,Tu Casa,3.9,24,"Lorne Park Plaza, Mississauga","1107 Lorne Park Road, Mississauga","European, Mediterranean",90,43.5318042,-79.61270680000001,"1107 Lorne Park Rd, Mississauga, ON L5H 3A1, Canada",L5H,8
2167,QUICK BITES,Lebanon Express,3.7,22,"Yonge Street, Church And Wellesley","439 Yonge Street, Toronto",Lebanese,40,43.6610723,-79.38275909999999,"439 Yonge St, Toronto, ON M5B 1T3, Canada",M5B,8
2168,CASUAL DINING,Joe Dog's Gasbar Grill,3.6,37,"524 Brant Street, Burlington","531 Brant Street, Burlington",Bar Food,60,43.3284563,-79.8012755,"531 Brant St, Burlington, ON L7R 2G6, Canada",L7R,7
2169,CASUAL DINING,Oishi Maki,3.9,33,"Brock Street North, Whitby","131 Brock Street North, Whitby L1N4H2","Japanese, Sushi",65,43.88064900000001,-78.94221399999998,"131 Brock St N, Whitby, ON L1N 4H3, Canada",L1N,8
2170,CASUAL DINING,Kim Po Vietnamese Cuisine,3.8,32,"Redlea Avenue, Scarborough","58 Redlea Avenue, Scarborough M1V 4S3",Vietnamese,20,43.8236575,-79.30500909999998,"58 Redlea Ave, Scarborough, ON M1V 4S3, Canada",M1V,8
2171,CASUAL DINING,Greek Grill,3.8,26,"O'connor Drive, Pape Village","128 O'Connor Drive, Toronto","Greek, Grill",40,43.6935716,-79.35014190000003,"128 O'Connor Dr, East York, ON M4J 2S4, Canada",M4J,8
2172,QUICK BITES,All Spice Bakery,3.3,29,"Winston Churchill Boulevard, Mississauga","3115 Winston Churchill Boulevard, Mississauga L5L 5S3",Caribbean,30,43.52532470000001,-79.684249,"3115 Winston Churchill Blvd, Mississauga, ON L5L 2W1, Canada",L5L,8
2173,QUICK BITES,Souvlaki Hut,3.9,34,"Lakeshore Road West, Mississauga","1725 Lakeshore Road West, Mississauga","Greek, Fast Food",30,43.517908,-79.62284280000002,"1725 Lakeshore Rd W, Mississauga, ON L5J 1J4, Canada",L5J,8
2174,QUICK BITES,Peter's Cajun Creole Pizza,3.6,40,"Parliament Street, Cabbagetown","415 Parliament Street, Toronto M5A 3A1","Pizza, Cajun",40,43.6624689,-79.3670113,"415 Parliament St, Toronto, ON M5A 3A1, Canada",M5A,5
2175,CASUAL DINING,Piccola,3.9,37,Newmarket,"130 Davis Drive, Unit 19, Newmarket","Italian, Pizza, Sandwich",45,44.0553217,-79.47390399999998,"19-130 Davis Dr, Newmarket, ON L3Y 2E9, Canada",L3Y,1
2176,CASUAL DINING,Fat Ninja Bite,3.6,9,"Kennedy Road, Scarborough","3517 Kennedy Road, Unit 1, Scarborough M1V 4Y3","Korean, Japanese, Burger",25,43.8229828,-79.3063932,"1-3517 Kennedy Rd, Scarborough, ON M1V 4S4, Canada",M1V,8
2177,CASUAL DINING,Fresh on Front,3.3,4,Downtown West,"47 Front Street East, Toronto, M5E 1B3 ON","Vegetarian, Healthy Food",40,43.6477534,-79.3742742,"47 Front St E, Toronto, ON M5E 1B3, Canada",M5E,8
2178,CASUAL DINING,Shogun,3.9,30,"Cumberland Street, Yorkville","154 Cumberland Street, Toronto M5R 1A8",Sushi,40,43.67008320000001,-79.3932884,"154 Cumberland St, Toronto, ON M5R 1A8, Canada",M5R,8
2179,BAR,Monarch Tavern,3.2,23,"Clinton Street, Little Italy","12 Clinton Street, Toronto M6J 2N8","BBQ, Bar Food",30,43.65404849999999,-79.4135732,"12 Clinton St, Toronto, ON M6J 2N8, Canada",M6J,14
2180,BAR,Niblick,3.8,41,"Upper Middle Road East, Oakville","Upper Oakville Shopping Centre, 1011 Upper Middle Road East, Oakville",Bar Food,60,43.483382500000005,-79.69506870000001,"1011 Upper Middle Rd E, Oakville, ON L6H 4L2, Canada",L6H,7
2181,BAR,The Emmet Ray,3.8,23,"College Street, Dufferin Grove","924 College Street, Toronto M6H 1A4",Bar Food,40,43.653909999999996,-79.42566339999998,"924 College St, Toronto, ON M6H 1A4, Canada",M6H,7
2182,CASUAL DINING,Golden Asian Cuisine,3.9,30,"Kipling Avenue, Etobicoke","123 Rexdale Boulevard, Etobicoke","Hakka Chinese, Asian",25,43.7110841,-79.56543649999998,"123 Rexdale Blvd, Etobicoke, ON M9W 0B1, Canada",M9W,2
2183,CASUAL DINING,Miyaki Sushi,3.9,32,"The Esplanade, St. Lawrence","222 The Esplanade, Unit 4, Toronto M5A 4M8","Sushi, Japanese, Asian",45,43.649597799999995,-79.36554040000001,"4-222 The Esplanade, Toronto, ON M5A 1J2, Canada",M5A,4
2184,CASUAL DINING,Momofuku Nikai,3.4,18,"Momofuku, Entertainment District","Momofuku, Second Floor, 190 University Avenue, Toronto M5H 0A3","Asian Fusion, Bar Food",80,43.6494474,-79.3863695,"190 University Ave, Toronto, ON M5H 0A3, Canada",M5H,14
2185,QUICK BITES,OM Grilled Cheese,3.5,8,"Augusta Avenue, Kensington-Chinatown","66 1/2 Nassau Street, Toronto M5T 1M5",Sandwich,25,43.655265,-79.4026203,"66 Nassau St Unit 1/2, Toronto, ON M5T 1M2, Canada",M5T,8
2186,CASUAL DINING,Siamese Thai Cuisine,3.6,30,Woodbridge,"200 Whitmore Road, Vaughan L4L 7K4","Thai, Asian",55,43.786351,-79.5567879,"200 Whitmore Rd, Woodbridge, ON L4L 7K4, Canada",L4L,2
2187,CASUAL DINING,Picko Lime,3.5,9,"Rutherford Road, Vaughan","Vaughan Mills Plaza, 3175 Rutherford Road, Unit 35, Vaughan","Vietnamese, Asian",35,43.824806200000005,-79.53948679999998,"1 Bass Pro Mills Dr, Vaughan, ON L4K 5W4, Canada",L4K,2
2188,QUICK BITES,Nam Sandwich Shop,3.5,28,"Queen Street West, Liberty Village","874 Queen Street West, Toronto","Asian Fusion, Sandwich",35,43.6451986,-79.4143964,"874 Queen St W, Toronto, ON M6J 1G3, Canada",M6J,8
2189,CASUAL DINING,Souk Tabule,3.7,19,"Front Street East, Corktown","494 Front Street East, Suite 9, Toronto M5A 1H7",Middle Eastern,40,43.653803100000005,-79.3544055,"9-494 Front St E, Toronto, ON M5A 1H7, Canada",M5A,8
2190,QUICK BITES,Slab Burgers,3.9,32,Downtown Yonge,"47 Charles Street W, Toronto M4Y 2R4","Fast Food, Burger",30,43.668071600000005,-79.38836739999998,"47 Charles St W, Toronto, ON M4Y 2R4, Canada",M4Y,3
2192,CASUAL DINING,The Feathers,3.9,31,"Kingston Road, The Beaches","962 Kingston Road, Toronto M4E 1S7","British, Bar Food",40,43.680685499999996,-79.287543,"962 Kingston Rd, Toronto, ON M4E 1S7, Canada",M4E,14
2193,CAFÉ,Gordo Ex Cafe,3.4,18,"Bathurst Street, The Annex","1048 Bathurst Street, Toronto","Latin American, Cafe",30,43.6717316,-79.4140555,"1048 Bathurst St, Toronto, ON M5R 3G7, Canada",M5R,8
2194,CAFÉ,Hello Darling,3.2,18,"Lansdowne Avenue, Wallace-Emerson","827 Lansdowne Avenue, Toronto M6H 3Z2","Cafe, Breakfast",35,43.662663200000004,-79.4445121,"827 Lansdowne Ave, Toronto, ON M6H 3Z2, Canada",M6H,6
2195,CASUAL DINING,Big House Pizza,3.9,25,"Danforth Avenue, The Danforth","962 Danforth Avenue, Toronto M4J 1L9",Pizza,40,43.6804814,-79.33800950000001,"962 Danforth Ave, Toronto, ON M4J 1L9, Canada",M4J,5
2196,BAR,Ronnie's Local 069,3.4,28,"Nassau Street, Kensington-Chinatown","69 Nassau Street, Toronto M5T 1M6",Drinks Only,55,43.6549888,-79.402666,"69 Nassau St, Toronto, ON M5T 1M7, Canada",M5T,8
2197,CASUAL DINING,China Island,3.6,32,"Bloor Street West, Roncesvalles Village","1572 Bloor Street West, Toronto","Chinese, Asian",35,43.65617599999999,-79.4538607,"1572 Bloor St W, Toronto, ON M6P 1A4, Canada",M6P,2
2198,QUICK BITES,Nom Nom Nom Crepes,3.4,16,"Market 707, Kensington-Chinatown","Market 707, 707 Dundas Street West, Toronto M5T 2W6","Desserts, Canadian",20,43.651895,-79.40475479999999,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",M5T,12
2199,CAFÉ,Cafe On The Square,3.4,5,"Queen Street West, Discovery District","Toronto City Hall, 100 Queen Street West, Toronto M5H2N1",Cafe,25,43.653439899999995,-79.3840901,"100 Queen St W, Toronto, ON M5H 2N2, Canada",M5H,6
2200,CASUAL DINING,La Fenice,3.9,39,Entertainment District,"319 King Street West, Toronto M5V 1J5",Italian,55,43.6462826,-79.39070840000001,"319 King St W, Toronto, ON M5V 1J5, Canada",M5V,1
2201,BAR,The Dog's Bollocks,2.7,35,"Queen Street West, Trinity Bellwoods","817 Queen Street West, Toronto M6J 1G1","Bar Food, British",50,43.6460095,-79.4091212,"817 Queen St W, Toronto, ON M6J 1G1, Canada",M6J,7
2202,CASUAL DINING,Shater Abbas Restaurant,3.6,26,"Yonge Street, Thornhill","8141 Yonge Street, Thornhill",Iranian,35,43.8263581,-79.4261368,"8141 Yonge St, Thornhill, ON L4J 1W5, Canada",L4J,8
2203,CASUAL DINING,Rainbow Restaurant,4.1,44,"80 Simcoe St North, Oshawa","82 Simcoe Street North, Oshawa L1G 4S2",Diner,25,43.899791,-78.864807,"82 Simcoe St N, Oshawa, ON L1G 4S2, Canada",L1G,8
2204,QUICK BITES,Pizza Nova,3.5,8,"Hurontario Street, Brampton","Squires Plaza, 10045 Hurontario Street, Brampton","Pizza, Fast Food",30,43.7072257,-79.78773249999998,"10045 Hurontario St, Brampton, ON L6Z 2Y3, Canada",L6Z,5
2205,CASUAL DINING,Yokohama,2.8,9,"Warden Avenue, Markham","7050 Warden Avenue, Markham","Sushi, Japanese, Asian",55,43.82123319999999,-79.32565140000001,"7050 Warden Ave, Markham, ON L3R 5Y3, Canada",L3R,4
2206,CASUAL DINING,Salad Thai,3.9,35,"Kerr Street, Oakville","398 Kerr Street, Oakville L6K 3C1","Thai, Asian",35,43.444740700000004,-79.68364240000001,"398 Kerr St, Oakville, ON L6K 3C1, Canada",L6K,2
2207,BAR,Ein-Stein,3.6,43,"Huron Street, Discovery District","229 College Street, Toronto M5T 1R4",Bar Food,50,43.658063500000004,-79.3974257,"229 College St, Toronto, ON M5T 1R4, Canada",M5T,7
2208,CAFÉ,Faema Caffe,3.8,27,"Jane Street, Vaughan","Vaughan Mills Plaza, 3175 Rutherford Road, Vaughan","Cafe, Pizza, Italian",50,43.829355,-79.53698270000001,"3175 Rutherford Rd #78, Vaughan, ON L4K 5Y6, Canada",L4K,6
2209,BAR,Burdock,3.2,16,"Bloor Street West, Brockton Village","1184 Bloor Street West, Toronto M6H 1N2",Bar Food,40,43.65965,-79.4379292,"1184 Bloor St W, Toronto, ON M6H 1N2, Canada",M6H,7
2210,CASUAL DINING,Linwood Essentials,3.7,23,"Queen Street West, Trinity Bellwoods","930 Queen Street West, Toronto",Tapas,70,43.645041600000006,-79.4161208,"930 Queen St W, Toronto, ON M6J 1G6, Canada",M6J,8
2211,QUICK BITES,Quesada,3.3,46,"Wellington Street West, Entertainment District","234 Wellington Street West, Toronto M5V 3W1",Tex-Mex,25,43.6453248,-79.38981369999998,"234 Wellington St W, Toronto, ON M5V 3W1, Canada",M5V,8
2212,CASUAL DINING,Celebrity Hotpot,3.6,26,"260 Spadina Av, Kensington-Chinatown","254 Spadina Avenue, Toronto M5T 2C2",Chinese,45,43.6517002,-79.3979873,"254 Spadina Ave, Toronto, ON M5T 2C2, Canada",M5T,8
2213,CASUAL DINING,Royal Chinese Seafood Restraurant,3.9,23,"Middlefield Road, Scarborough","735 Middlefield Road, Unit 4-5, Scarborough M1V 2V4",Hakka Chinese,25,43.81979990000001,-79.2615326,"735 Middlefield Rd Unit 4-5, Scarborough, ON M1V 5H5, Canada",M1V,8
2214,CAFÉ,It's The Cat's Meow Cafe,3.8,13,"Robinson Street, Markham","138 Robinson Street, Markham L3P 5H5","Cafe, Breakfast",25,43.877854299999996,-79.26115949999999,"138 Robinson St, Markham, ON L3P 5H5, Canada",L3P,6
2215,CASUAL DINING,Kara Mia,3.0,33,"Dixie Road, Mississauga","Dixie Square, 5120 Dixie Road, Mississauga L4W 1E1",Italian,70,43.6363705,-79.62310200000002,"5120 Dixie Rd, Mississauga, ON L4W 4K2, Canada",L4W,1
2216,CASUAL DINING,Hot Rocks,3.9,42,Whitby,"728 Anderson Street, Whitby L1N 3V6",European,60,43.89393159999999,-78.9278546,"728 Anderson St, Whitby, ON L1N 3V6, Canada",L1N,8
2217,CASUAL DINING,Pasha Authentic Turkish Cuisine,3.5,11,"Overlea Boulevard, Thorncliffe Park","64 Overlea Boulevard, Suite 10 M4H 1C4","Mediterranean, Middle Eastern, Turkish",25,43.70832799999999,-79.3426392,"10-64 Overlea Blvd, East York, ON M4H 1C4, Canada",M4H,8
2218,CAFÉ,Rustic Cosmo Cafe,3.5,24,"Queen Street West, Parkdale","1278 Queen Street West, Toronto M6K 1L4","Cafe, Breakfast",30,43.6420723,-79.42997369999998,"1278 Queen St W, Toronto, ON M6K 2C6, Canada",M6K,6
2219,DESSERT PARLOR,Marble Slab Creamery,3.9,38,"Lakeshore Road East, Oakville","155 Lakeshore Road East, Oakville","Ice Cream, Desserts",20,43.4447706,-79.66944040000001,"155 Lakeshore Rd E, Oakville, ON L6J 5C3, Canada",L6J,8
2220,CASUAL DINING,Agio Ristorante,3.7,14,"Saint Clair Avenue West, Earlscourt","1351 St Clair Avenue West, Toronto M6E 1C5",Italian,50,43.676092,-79.4507311,"1351 St Clair Ave W, Toronto, ON M6E 1C5, Canada",M6E,1
2221,CASUAL DINING,Scallywags,3.0,32,"Saint Clair Avenue West, Yonge & St. Clair","11 St. Clair Avenue West, Toronto",Bar Food,65,43.687765999999996,-79.39454099999998,"11 St Clair Ave W, Toronto, ON M4V 1L3, Canada",M4V,7
2222,DESSERT PARLOR,Arte Gelato,3.9,26,"Bloor Street West, Dovercourt Park","946 Bloor Street West, Toronto","Desserts, Ice Cream, Cafe",20,43.661582700000004,-79.42823539999998,"946 Bloor St W, Toronto, ON M6H 1L6, Canada",M6H,12
2223,QUICK BITES,Muncheez,3.8,16,"Yonge Street, Thornhill","World On Yonge, 7181 Yonge Street, Thornhill",French,35,43.80337279999999,-79.4209853,"7299 Yonge St, Thornhill, ON L3T 0C5, Canada",L3T,8
2224,CASUAL DINING,Breakwater - The Waterside Inn,3.8,35,"Stavebank Road South, Mississauga","The Waterside Inn, 15 Stavebank Road South, Mississauga L5G 2T2",French,100,43.551568599999996,-79.58433749999998,"15 Stavebank Rd S, Mississauga, ON L5G 2T2, Canada",L5G,8
